px0,py0,pz0,x0,y0,z0,px1,py1,pz1,x1,y1,z1
0,0,2229.01,2867.23,-1767.52,-14946.4,0,0,0,3072.97,-1956.04,1827.76
0,0,4419.11,1102.49,5364.73,-14829.2,29.8302,43.906,516.056,1503.4,5524.05,7500
0,0,2122.5,-4967.79,3.93211,-14965.2,0,0,0,-4860.73,67.7901,1548.1
0,0,3164.39,-5693.8,-1284.97,-14613.8,-0,-0,0,-6203.95,-1824.67,4523.9
0,0,2767.93,-2231.09,1011.59,-14826.8,0,0,0,-2417.22,1040.79,3003.36
0,0,3982.47,1290.78,22.2151,-14848.8,-100.002,48.3774,553.436,625.881,382.93,7500
0,0,1880.3,-3336.9,-3235.95,-14905.4,-0,0,0,-3616.78,-3628.3,726.645
0,0,3399.51,4914.13,-568.633,-14992.9,-34.3645,27.6871,174.161,4089.84,-8.00975,7500
0,0,3028.39,3590,4555.92,-14936.5,-0,-0,0,3789.2,4083.67,4001.36
0,0,4725.46,2869.86,885.445,-14992.9,22.6634,19.5474,1570.68,3020.66,979.068,7500
0,0,3366.06,-5315.38,-1862.67,-14973.6,22.0325,-6.30586,145.104,-4751.39,-2102.14,7500
0,0,4582.93,1219.61,-4590.35,-14990.7,-64.4813,30.5386,1170.73,981.813,-4515.6,7500
0,0,1675,3180.78,5333.47,-14961.2,-0,0,0,2985.36,5431.96,-187.244
0,0,1725.37,-1538.93,-284.806,-14919.2,-0,0,0,-1754.65,-69.8515,-60.8313
0,0,4809.49,-274.96,920.226,-14941.1,4.01859,15.055,1560.83,-262.99,1197.01,7500
0,0,1587.06,-2466.86,1493.07,-14929.6,-0,-0,0,-2570.2,1210.38,-146.965
0,0,4022.59,2070.35,-5324.82,-14769.4,-41.6415,26.1155,509.898,1845.05,-5436.43,7500
0,0,5901.25,-1240.95,121.646,-14863.3,-86.2641,100.633,2421.07,-1376.93,453.162,7500
0,0,1901.16,4210.72,4138.37,-14955,-0,0,0,4267.16,4322.26,876.017
0,0,2117.43,3200.65,5166.93,-14789,-0,-0,0,3107.68,5367.17,1385.75
0,0,3298.21,-3693.71,-1311.21,-14985.2,20.4895,-23.5508,153.458,-3226.62,-2173.03,7500
0,0,4250.02,3948.91,4103.3,-14827.1,-6.02124,-20.7717,1229.2,3894.35,4041.79,7500
0,0,3781.84,-471.35,2636.73,-14795.2,-37.0543,9.41771,486.07,-427.596,3017.64,7500
0,0,4456.55,3243.7,-791.902,-14917.7,40.5689,76.3885,1304.44,3470.4,-509.32,7500
0,0,2860.96,2980.07,-294.314,-14990.1,0,-0,0,3070.51,-504.17,3788.07
0,0,1994.12,1577.26,4216.14,-14894.7,0,-0,0,1652.53,3750.38,942.548
0,0,5124.42,-3589.23,-5268.77,-14939.8,-58.7113,-32.2036,1713.01,-3601.14,-5263.2,7500
0,0,2785.93,521.571,-4450.76,-14757.2,-0,0,0,685.836,-4804.79,3564.4
0,0,1818.86,-4779.52,-5394.22,-14951.8,0,-0,0,-4534.85,-5591.97,672.962
0,0,5613.29,5559.7,3437.03,-14585.1,73.568,-1.07203,2322.97,5759.82,3435.02,7500
0,0,3840.93,-3344.56,655.277,-14647.8,0,0,0,-3191.74,705.996,4487.15
0,0,4293.49,177.017,5651.99,-14878.4,63.2539,75.2368,1225.66,360.4,5963.24,7500
0,0,1689.3,1120.8,4883.23,-14912.6,-0,0,0,1242.89,4747.09,-261.675
0,0,4922.13,-2400.52,2957.59,-14862.9,50.6649,5.42707,1538.04,-2395.01,2996.67,7500
0,0,2122,-2536.71,-1161.13,-14976.5,0,-0,0,-2673.07,-1285.69,1764.23
0,0,3831.42,-4386.77,-1346.18,-14792.6,25.3962,-17.5715,407.896,-4262.13,-1465.22,7500
0,0,2355.76,-987.436,4227.05,-14996,-0,-0,0,-1154.42,4176,2416.74
0,0,2157.78,1652.3,3625.68,-14956.1,0,-0,0,1460.56,3715.81,1437.42
0,0,3038.39,5059.93,2516.58,-14993.5,0,0,-0,5122.02,2379.07,3434.29
0,0,3834.22,-5190.41,-1321.94,-14816,-4.49759,-36.5018,623.837,-5175.37,-1517.08,7500
0,0,5044.33,-1765,3121.77,-14643,-23.4733,-22.2469,1550.61,-1852.51,2926.61,7500
0,0,3562.91,-4269.53,-2796.44,-14866.9,-23.6278,7.147,416.277,-4348.08,-2597.09,7500
0,0,2647.79,-3151.01,4043.32,-14966.8,0,0,0,-2566.8,4507.62,2672.34
0,0,4993.5,2203.98,3079.34,-14998.1,-135.839,-17.5192,1528.55,1909.21,2919.86,7500
0,0,5985.15,3315.49,-1407.42,-14998.4,2.43498,25.7501,2555.62,3437.18,-1301.86,7500
0,0,2702.93,-3874.76,-3262.42,-14951.3,0,-0,0,-3937.27,-3201.6,2120.12
0,0,3316.06,2014.34,1802.41,-14923.2,-0,0,0,1750.01,1937.96,4646.56
0,0,1159.46,1861.08,1743.03,-14683.5,0,-0,0,1710.44,1464.54,-1575.4
0,0,4520.59,-4577.73,-5276.6,-14654.1,69.1581,-40.2903,1340.05,-4309.21,-5274.81,7500
0,0,5941.8,-3316.11,-441.537,-14910.5,101.163,74.4266,2479.59,-3061.27,-332.669,7500
0,0,2146.44,-3069.63,4375.77,-14891.9,0,-0,0,-2987.93,4367.67,1674.45
0,0,5123.94,-131.243,-5194.54,-14862.5,5.47502,-13.9086,1760.85,-112.188,-5177.37,7500
0,0,1407.7,-1459.68,-4282.84,-14856.2,0,0,-0,-1365.66,-4475.65,-732.86
0,0,2608.57,1894.18,490.391,-14965.6,0,0,0,2525.12,-60.0496,3124.38
0,0,3280.3,-784.299,-2571.73,-14838.5,37.4089,14.4635,198.102,-144.028,-2024.65,7500
0,0,2492.86,2346.87,-1732.49,-14882.8,-0,-0,0,2143.69,-1711.95,1927.19
0,0,3454.62,-2729.4,-972.331,-14960,-39.1349,40.9645,296.056,-3734.55,-563.519,7500
0,0,3740.3,4256.46,183.208,-14683.8,110.856,34.2555,581.218,5512.67,147.875,7500
0,0,5958.42,-3442.03,-5093.21,-14795.3,19.8179,-26.139,2575.44,-3466.29,-5079.64,7500
0,0,2586.61,529.034,-5269.87,-14699.2,0,0,0,892.847,-5263.33,1936.54
0,0,1963.28,2654.55,1396.84,-14956.7,0,0,0,2731.16,1580.83,688.648
0,0,3363.89,5366.62,5665.62,-14974.3,6.13131,-23.5506,81.0998,5664.71,5197.19,7500
0,0,5181.19,-1458.92,-5684.11,-14925.2,-68.8214,4.39949,1837.19,-1853.57,-5681.61,7500
0,0,5262.9,-4124.21,215.052,-14961.1,82.6375,-56.4381,1978.28,-3735.69,82.2725,7500
0,0,5784.29,-4953.27,-919.304,-14906.3,-83.5399,-18.9728,2470.5,-5243.98,-877.313,7500
0,0,5594.84,832.82,-4320.55,-14968.6,-63.8591,124.974,1899.22,578.604,-3939.99,7500
0,0,1686.83,-1729.41,-3824.66,-14982,0,0,0,-1688.44,-3560.07,204.467
0,0,5065.7,370.584,3713.93,-14996.3,59.1848,-9.11558,1681.35,657.047,3624.41,7500
0,0,3018.68,-4057.9,-4147.71,-14734.2,0,0,0,-3873.55,-4102.57,4527.24
0,0,4995.44,4494.52,3535.66,-14951.5,-41.7562,-34.9895,1448.33,4340.11,3309.55,7500
0,0,1392.07,3273.37,-5502.46,-14848,0,0,0,3147.61,-5684.11,-937.718
0,0,5629.7,4910.78,-1664.35,-14984,89.2102,146.71,2341.08,5001.38,-1128.5,7500
0,0,1946.04,483.44,4449.91,-14978.7,0,-0,0,1003.1,4407.99,924.659
0,0,1991.55,-1122.88,-3702.01,-14562.2,-0,0,0,-1403.16,-3860.28,1088.86
0,0,3640.9,4672.25,-3724.84,-14956.3,-69.9699,84.5363,615.741,3962.9,-3017.36,7500
0,0,3008.39,4369.47,-1469.81,-14952.3,0,-0,0,4274.27,-1634.31,4048.38
0,0,5550.78,-1129.23,-1281.92,-14758.7,40.635,41.4341,2348.77,-838.241,-1175.49,7500
0,0,3826.09,-3275.82,-3765,-14972.2,20.412,-17.5223,588.318,-2972.04,-4123.16,7500
0,0,3093.33,-2455.73,-1797.67,-14935.5,0,0,0,-2337.92,-2025.46,4073.03
0,0,1116.3,-208.609,623.917,-14996.6,-0,0,0,-375.562,599.293,-1672.82
0,0,1944.34,-2238.42,601.791,-14915.9,0,-0,0,-2059.77,142.661,845.037
0,0,3830.68,-1173.41,-3611.24,-14891.9,26.9744,1.46899,829.264,-1225.92,-3611.68,7500
0,0,3401.47,783.865,-4328.28,-14901.4,5.21522,23.3458,236.752,1058.82,-3699.08,7500
0,0,3734.04,-1432.34,2269.12,-14909.5,-21.8457,23.2272,490.063,-1389.46,2295.74,7500
0,0,1391.76,-1883.83,2079.03,-14963.2,-0,0,0,-1928.64,2249.49,-868.489
0,0,1761.09,5159.18,-3816.35,-14888.6,0,-0,0,4928.88,-3738.36,427.842
0,0,4499.29,-1926.64,2380,-14710.8,2.35946,-33.0314,838.971,-1844.17,2194.98,7500
0,0,4108.4,5308.26,4980.87,-14894.5,30.3499,-28.189,842.93,5720.71,4622.78,7500
0,0,2998.87,3374.13,4345.21,-14902.5,0,0,0,3595.79,4459.48,3340.15
0,0,4177.39,889.315,-701.893,-14928,-0.0304356,43.2766,736.598,870.523,-680.213,7500
0,0,1520.01,-2301.42,2490.26,-14913.7,-0,0,0,-2458.33,2600.44,-585.193
0,0,3764.23,2810.99,4279.92,-13975,22.0841,55.0005,482.892,2984.46,4646.07,7500
0,0,5986.34,-3602.02,3551.81,-14867,-191.067,-16.8276,2516.72,-4082.23,3479.08,7500
0,0,3803.85,-3548.61,-3526.85,-14874.8,21.6968,-17.8525,504.113,-3404.49,-3571.63,7500
0,0,1912.84,4589.9,-5700.43,-14990.5,0,0,0,4602.82,-5884.33,664.422
0,0,5031.34,2734.46,-1610.37,-14981.5,-54.5767,-58.5731,1476.32,2587.35,-1601.93,7500
0,0,3781.31,-2919.5,-2186.21,-14942.5,15.5726,31.3651,555.347,-2713.33,-1783.65,7500
0,0,2782.57,4710.52,-4388.98,-14961.1,-0,-0,0,4414.89,-4800.98,3325.97
0,0,3856.2,-1138.99,-1195,-14779.7,-18.9078,7.87674,710.539,-1394.73,-1125.77,7500
0,0,4546.8,382.214,-3789.38,-14843.2,-71.5035,5.80526,1191.56,63.6804,-3706.9,7500
0,0,1587.6,2831.06,-4080.15,-14935.3,-0,0,0,2651.37,-4113.83,-445.5
0,0,1453.83,955.495,-1659.61,-14964.9,0,0,0,915.993,-1494.85,-933.127
0,0,3396.01,5389.42,432.671,-14967,2.04458,67.6689,303.955,5210.49,1159.32,7500
0,0,3731.55,3700.42,624.853,-14915,-3.37715,87.9318,617.012,3847.69,1399.22,7500
0,0,2877.49,2021.95,-4900.87,-14965.7,0,0,0,1885.95,-4886.03,4227.8
0,0,5432.84,-4324.48,77.2522,-14839.3,-23.2544,-130.611,2226.11,-4428.28,-240.748,7500
0,0,3219.05,-4847,805.935,-14814.5,-0,0,0,-4991.02,790.802,4515.83
0,0,4097.4,1598.1,-1486.67,-14945.4,24.2801,26.5094,931.346,1571.29,-1661.3,7500
0,0,3068.23,4561.53,5136.05,-14885.5,0,-0,0,4861.67,5197.23,4601.57
0,0,2193.15,519.074,2861.81,-14581.4,0,-0,0,724.878,2919.21,1362.41
0,0,2328.59,1520.4,1194.05,-14899.1,0,-0,0,1325.06,1486.41,2123.42
0,0,1027.61,2905.37,1713.96,-14939.1,0,0,0,3036.68,1817.26,-2014.94
0,0,2547.41,-2951.56,-491.969,-14865,0,-0,0,-2889.45,-681.034,2385.19
0,0,4240.06,3590.48,2649.72,-14914.8,-43.4411,68.576,988.556,3320.53,3043.54,7500
0,0,2594.14,4998.9,-771.829,-14651.7,0,0,0,4550.13,-1037.96,2898.52
0,0,5103.99,2395.87,-2881.5,-14888.5,-59.1348,39.7833,2019.27,2200.32,-2644.31,7500
0,0,5736.39,3504.75,-5688.39,-14992.9,24.1024,60.2973,2315.26,3616.06,-5506.51,7500
0,0,1837.58,5609.81,4406.17,-14882,0,0,0,5752.9,4415.61,423.65
0,0,3691.13,5242.87,-58.2849,-14706.1,14.9212,13.6456,395.546,5559.18,136.404,7500
0,0,5792.9,2389.46,-954.492,-14962.9,137.132,15.7307,2337.97,2478.84,-1115.29,7500
0,0,1492.91,-1678.46,-5404.96,-14721.2,-0,-0,0,-1543.3,-5735.34,-561.155
0,0,3542.07,-1050.57,2389.1,-14899.2,-9.24632,-61.6277,235.347,-832.295,1547.74,7500
0,0,3629.32,1117.3,5141.85,-14896.1,-50.8676,-6.42641,421.554,430.999,5003.06,7500
0,0,2059.78,1810.21,396.702,-14765.3,-0,0,0,1676.46,481.11,585.884
0,0,5275.78,2706.45,-5429.78,-14811.4,6.58453,33.4463,1984.22,2620.13,-5543.97,7500
0,0,5795.46,781.458,4717.17,-14983.8,75.1783,-8.26632,2378.25,1095.62,4641.02,7500
0,0,1993.54,2617.24,-3946.4,-14945.6,-0,0,0,2359.34,-3927.66,1103.14
0,0,5307.08,-3054.89,1136.97,-14839.8,72.9669,-29.6297,1854.22,-2871.48,1081.78,7500
0,0,2500.05,-461.111,-3193.82,-14863,0,0,0,-310.244,-3291.53,2841.14
0,0,2710.03,3972.96,3377.17,-14859.2,0,-0,0,4039.18,3884.99,3478.9
0,0,5641.12,533.967,4961.63,-14955.1,26.8261,-55.0608,2386.67,699.843,4829.31,7500
0,0,5093.94,5577.02,-384.743,-14934.5,5.79307,131.336,1847.85,5479.45,197.75,7500
0,0,1943.48,-5140.29,-5624.52,-14919.3,-0,0,0,-4935.35,-5550.3,1030.45
0,0,1623.97,4917.01,1836.78,-14622,-0,0,0,5276.16,1743.45,-54.4676
0,0,1731.04,-5110.17,-4786.84,-14929.1,0,0,0,-5257.15,-4409.2,-59.2511
0,0,1929.25,2733.78,-3113.67,-14910.3,-0,-0,0,2450.65,-3206.47,769.151
0,0,1583.35,1787.85,-1025.45,-14917.1,0,0,0,1809.32,-1285.46,-389.316
0,0,5725.27,2057.06,-4550.98,-14751.1,-8.39873,4.65017,2372.18,2093.15,-4636.91,7500
0,0,3699.95,3017.18,-2467.25,-14744.6,11.1405,-60.1378,513.297,3262.32,-2731.92,7500
0,0,5376.79,3383.14,-3325.02,-14629.7,-114.01,21.5991,2095.41,2974.51,-3233.27,7500
0,0,2609.18,-1816.61,2384.65,-14879.9,-0,0,0,-1988.4,2620.95,2973.12
0,0,3866.25,-4323.06,1001.31,-14691.7,-0.728045,-34.298,636.77,-4343.09,907.019,7500
0,0,1937.78,-1494.48,-5116.12,-14729.8,0,-0,0,-1451.62,-4813.38,965.812
0,0,3768.14,2798.08,1726.62,-14756.7,76.7501,-2.98864,657.253,3731.85,1616.06,7500
0,0,3090.37,-2265.75,-3592.86,-14689.5,0,-0,0,-2011.8,-3429.19,4572.85
0,0,2764.11,4462.05,5661.69,-14818.7,0,-0,0,4427.91,6093.57,3335.62
0,0,3410.24,2831.16,-2132.65,-14909.1,-27.2986,-16.4983,343.111,2546.43,-2288.96,7500
0,0,2169.02,3384.87,-3476.48,-14940.9,0,-0,0,3485.83,-3448.72,1698.64
0,0,3155.91,59.5869,5732.59,-14963.6,0,0,0,-9.55775,6217.89,4510.37
0,0,2227.51,2381.86,-5490.28,-14849.6,-0,0,-0,2673.39,-5391.47,1502.74
0,0,4439.35,286.758,1569.87,-14997.9,-19.8194,12.3356,1098.28,63.3616,1622.76,7500
0,0,2186.26,-175.645,4744.6,-14954.2,-0,-0,0,19.3303,4424.16,1636.12
0,0,4069.85,-3861.95,-2387.35,-14993.6,9.59075,91.6543,721.569,-3596.12,-1668.84,7500
0,0,4174.29,-3094.9,-4468.68,-14791.4,-28.1696,-16.4896,676.065,-3341.67,-4634.79,7500
0,0,2123.49,-804.769,4233.21,-14590.5,-0,0,0,-1055.35,4657.72,1571.17
0,0,3853.25,5180.62,-5551.89,-14977.9,-4.24108,16.5618,248.695,4930.93,-5258.57,7500
0,0,5221.86,-4509.34,3679.54,-14946.5,-0.347727,70.8192,1893.17,-4660.91,3927.68,7500
0,0,3517.58,5127.88,-2512.46,-14938.5,-0,0,0,4654.05,-2349.83,4949.76
0,0,5972.82,-5099.16,-493.13,-14979.9,31.9132,76.6688,2485.35,-5019.86,-311.999,7500
0,0,1989.51,1292.22,-1210.1,-14714.4,-0,0,0,1140.88,-1171.52,1266.27
0,0,1053.9,-628.317,3146.38,-14918.3,0,-0,0,-441.998,3254.9,-1759.78
0,0,1924.52,-133.115,-833.571,-14730.9,0,0,0,-152.461,-945.085,1042.74
0,0,3137.85,1082.51,484.821,-14991.2,0,0,0,1080.3,412.652,4354.96
0,0,4498.02,2137.46,-2180.44,-14989.5,28.4564,-8.22586,1141.72,2276.29,-2310.05,7500
0,0,3786.16,1957.27,4603.45,-14953.7,-80.5552,-45.5641,608.637,1442.98,4300.1,7500
0,0,1902.21,1865.79,-1195.22,-14935.9,-0,0,0,1349.89,-1466.06,907.791
0,0,2248.19,-3751.64,1022.46,-14988,-0,0,0,-4077.35,1321.92,2010.06
0,0,3822.02,-3980.54,-4092.98,-14894.2,23.8403,11.6848,617.066,-3629.74,-4140.7,7500
0,0,2435.58,-397.732,5733.14,-14903.8,0,-0,0,-206.97,5276.54,2066.47
0,0,3556.23,-2205.07,5407.41,-14997.2,24.7974,20.8509,547.436,-2128.24,5619.46,7500
0,0,4167.7,1329.22,1583.15,-14988.9,-19.5689,89.5728,1005.93,1101.47,1952.17,7500
0,0,1138.09,-3902.38,5245.85,-14940.2,0,0,0,-4009.03,5294.6,-1571.79
0,0,2472.51,703.66,-1012.17,-14592.3,0,0,0,579.418,-743.879,2563.17
0,0,4072.42,-1328.34,4327.28,-14417.7,-11.0747,3.85326,702.536,-1477.8,4351.56,7500
0,0,3594.99,-4991.8,-3351.82,-14832.1,-23.9462,13.6391,551.083,-5193.64,-3174.48,7500
0,0,1266.09,-65.5199,5482.98,-14983.4,-0,-0,0,-113.102,5356.78,-1123.65
0,0,5484.42,-1791,-3300.36,-14852.8,18.5562,76.4561,2054.13,-1573.47,-3204.71,7500
0,0,4060.82,793.392,2203.91,-14981.2,37.5114,8.88235,741.8,1160.1,2311.07,7500
0,0,2348.29,-3241.78,-255.414,-14962.1,-0,0,0,-3691.46,-415.93,2308.68
0,0,1286.61,-2728.91,4133.86,-14919.9,0,0,0,-2773.03,4038.73,-1067.28
0,0,1223.45,2936.38,4399.49,-14919.8,-0,0,0,3059.7,4373.16,-1346.13
0,0,4765.58,4022.72,-1146.12,-14969.5,1.7789,-15.0755,1360.74,3941.43,-1205.8,7500
0,0,1941.9,1008.47,-455.755,-14887.5,0,-0,0,988.621,-827.957,1032.39
0,0,5090.46,5546.55,-2063.92,-14983.5,25.5973,-48.7064,1507.86,5741.25,-2073.53,7500
0,0,4031.11,4626.35,5085.15,-14955.1,36.9493,37.2333,955.501,4796.57,5234.61,7500
0,0,5219.66,-1089.42,-4124.83,-14947,-68.7677,-24.4887,990.967,-1436.49,-4157.62,7500
0,0,2260.98,304.455,3555.68,-14904.2,0,0,-0,341.627,4155.99,2288.16
0,0,1028.56,2782.03,-4804.68,-14922.6,0,0,0,2562.9,-4894.04,-2106.02
0,0,2224.33,-5729.99,-135.43,-14943.7,0,0,0,-5876.61,-405.207,1816.25
0,0,5782.93,2998.06,2024.32,-14965.4,-14.0354,-24.9247,2125.85,3018.88,1812.99,7500
0,0,4660.61,-835.897,-203.044,-14808.6,37.1491,93.4573,1354.81,-632.57,301.557,7500
0,0,3560.83,-1503.68,1775.74,-14901,-12.9471,-47.3607,465.889,-1858.11,1355.49,7500
0,0,5554.45,1307.04,223.274,-14830.6,-49.2949,-43.7246,2190.18,1016.2,194.284,7500
0,0,2114.75,3700.78,1098.88,-14737.4,0,0,0,3436.63,994.903,1129.18
0,0,3553.71,325.292,2861.29,-14752.4,-3.38594,-28.7167,258.856,333.774,2520.46,7500
0,0,3171.92,-1553.17,-3810.55,-14759.6,-0,0,0,-1606.84,-3903.64,4484.26
0,0,2855.4,3629.75,1925.14,-14957.4,0,0,0,3886.05,1880.96,3792.25
0,0,2613.5,-4041.58,3201.27,-14840.3,-0,0,0,-4416.57,3172.01,2900.42
0,0,1361.72,1247.19,-952.012,-14987.5,0,-0,0,1318.23,-687.796,-866.906
0,0,3133.05,-577.147,5684.77,-14989.7,-0,-0,0,-175.37,6022.51,4681.62
0,0,1086.82,263.575,-3852.52,-14927.8,-0,0,0,471.215,-3690.96,-1760.72
0,0,2722.07,-5091.95,3708.14,-14987.7,-0,0,0,-5148.64,3707.26,3461.68
0,0,1707.09,-1937.82,3809.43,-14990.4,0,-0,0,-1839.27,3932.19,200.539
0,0,1464.13,1595.23,-2287.38,-14906.4,-0,-0,0,1482.58,-2251.65,-618.778
0,0,4506.72,-279.64,5135.42,-14959.7,79.3505,-0.669964,1145.73,50.3117,5324.67,7500
0,0,3223.6,78.9556,-476.812,-14941.1,-0,0,0,32.8506,106.648,4471.75
0,0,1226.46,4690.23,2389.7,-14928.3,0,0,0,4657.13,2622.29,-1273.23
0,0,2780.93,-2805.38,-3606.81,-14921.9,-0,0,0,-2731.12,-3801.74,3200.64
0,0,1678.23,-578.373,-727.785,-14950.1,-0,-0,0,-403.291,-669.636,-204.16
0,0,2028.66,2757.02,3730,-14867.6,-0,-0,0,2630.94,3941.6,1226.17
0,0,3846.63,3718.86,-5409.28,-14933.3,-19.2369,9.27096,722.492,3452.59,-5252.45,7500
0,0,2628.4,4338.02,-818.879,-14808.9,-0,-0,0,4401.88,-580.366,2990.87
0,0,2749.04,-2621.74,3092.49,-14998.9,-0,-0,0,-3060.82,2882.59,3100.49
0,0,5331.74,5546.34,-379.672,-14899.5,-31.2133,-25.6635,2065.61,5377.83,-536.978,7500
0,0,2372.84,-228.412,-5602.12,-14905.4,-0,0,0,123.125,-5872.11,2104.41
0,0,4074.3,-2072.64,3804.28,-14965.5,-41.2845,26.6553,713.929,-2580.51,4367.3,7500
0,0,3697.59,-1596.22,-1514.55,-14999.1,-3.05664,75.8441,504.207,-1458.89,-897.782,7500
0,0,4858.51,-3995.97,2497.93,-14979.5,2.80815,68.8763,1495.67,-4020.55,2725.97,7500
0,0,3669.28,1877.65,-3427.67,-14923.7,-6.6389,-37.394,594.273,1652.56,-3830.19,7500
0,0,2830.87,-4540.94,5607.67,-14926.5,0,0,-0,-4494.34,6015.35,3960.95
0,0,5830.27,-4486.86,-5503.99,-14884.1,90.471,42.1964,2274.45,-4292.07,-5307.07,7500
0,0,1267.19,-120.955,-4198.71,-14987.3,-0,-0,0,-206.616,-4031.74,-1292.65
0,0,4627.65,3001.53,-183.712,-14855.7,-33.1082,27.996,1251.65,2745.56,-125.34,7500
0,0,1015.08,3872.57,-4303.48,-14962.4,0,0,0,3922.55,-4601.93,-2144.73
0,0,4669.57,-2339.26,967.945,-14983.3,35.4232,41.9145,1156.13,-2174.3,1254.4,7500
0,0,1040.58,-128.241,-2632.77,-14639.6,0,0,0,-96.0903,-2720.17,-1924.73
0,0,3780.71,-338.578,1809.8,-14715.1,-44.9573,-5.12029,485.893,-712.599,1925.71,7500
0,0,5098.2,-2492.1,-5598.24,-14995.8,-8.73746,13.0781,1617.19,-2493.16,-5594.5,7500
0,0,5069.42,184.484,315.452,-14997.5,35.1493,-67.4643,1394.4,242.852,225.583,7500
0,0,2717.24,-1719.24,5473.56,-14885.8,0,0,0,-1312.36,5342.84,3170.52
0,0,4295.07,-3417.46,1017.82,-14975,-43.0058,88.3014,823.061,-3533.43,1610.47,7500
0,0,3384.94,-4295.05,1891.6,-14832.1,-11.1761,60.7182,203.736,-4572.15,2953.12,7500
0,0,5195.26,67.576,3837.32,-14952.2,-63.159,3.12834,1750.23,-92.1855,3803.22,7500
0,0,1943.76,2016.63,-3669.93,-14941.3,-0,0,-0,2289.45,-3676.58,958.362
0,0,1003.62,523.316,4728,-14948.7,-0,-0,0,683.923,4558.82,-2080.17
0,0,4964.92,-2701.97,1852.49,-14870.7,50.5269,30.7666,1786.9,-2662.53,1909.65,7500
0,0,1829.35,-508.423,1886.05,-14575.4,0,-0,-0,-426.73,1527.31,479.82
0,0,2618.86,-1927.31,1619.14,-14926.6,0,0,0,-2513.72,1846.66,2866.51
0,0,3909.15,55.5609,-3820.64,-14816.8,72.9978,42.8005,821.059,442.542,-3386.73,7500
0,0,1115.48,3311.22,1454.4,-14767.4,-0,0,0,3250.76,1506.29,-1889.15
0,0,1598.38,-630.626,-5655.79,-14980.8,-0,-0,0,-636.702,-5656.41,-211.987
0,0,4253.05,-2621.95,-5325.81,-14909.1,36.1225,65.777,898.202,-2778.09,-5205.79,7500
0,0,2725.59,1755.22,-3956.51,-14694.5,0,0,0,1961.38,-3283.48,3078.6
0,0,2134.18,-410.871,-3626.82,-14932.7,-0,-0,0,-557.966,-3858.58,1166.93
0,0,3126.79,-3692.1,-4106.34,-14912.3,-0,0,0,-4091.52,-4171.13,4085.42
0,0,2805.44,5197.58,4649.81,-14976.6,-0,-0,0,4979.65,4356.72,3207.68
0,0,5897.85,-1706.19,-5265.06,-14862.3,-41.9631,41.37,2545.28,-1776.69,-5113.7,7500
0,0,2582.8,-846.812,5326.51,-14871.8,0,0,0,-682.174,5129.89,2198.53
0,0,1332.36,1434.01,534.563,-14932.2,-0,-0,0,1508.95,326.804,-1018.27
0,0,1604.79,3488.17,2261.4,-14958.2,-0,0,0,3268.58,2210.03,19.5862
0,0,3966.42,-3598.85,5452.32,-14714.9,-37.2912,-51.4825,792.454,-4133.66,5030.05,7500
0,0,3881.47,-2829.44,-3903.69,-14937.3,-12.1145,1.02327,769.353,-2663.98,-3544.05,7500
0,0,3338.17,2281.31,2607.33,-14680.8,0,-0,0,1817.85,2114.89,4631.38
0,0,4486.32,4275.11,-3399.52,-14702.8,48.6882,2.61615,1361.69,4376.85,-3406.93,7500
0,0,4771.76,-2928.12,2606.95,-14718.1,9.5702,39.2481,1260.06,-3286.92,2934.39,7500
0,0,2572.85,1100.87,3543.76,-14880.7,0,-0,-0,644.285,3563.93,2717
0,0,5398.26,-3714,-1013.18,-14949.8,-90.4296,24.1845,1821.2,-4095.29,-986.797,7500
0,0,5174.62,872.159,-2762.83,-14974.9,-85.6191,-23.118,1715.58,522.466,-2822.22,7500
0,0,1373.04,-701.631,-3823.93,-14906.4,0,0,0,-971.13,-3916.52,-974.714
0,0,3292.37,4474.09,-2614.91,-14981.3,0,0,0,4283.27,-2550.47,4607.41
0,0,4253.86,-5655.26,-4402.81,-14784.7,-21.8253,-33.8733,980.043,-5621.08,-4690.77,7500
0,0,4467.24,-4617.16,-1818,-14865.3,-30.3908,32.3167,1066.15,-4892.41,-1550.15,7500
0,0,3455.77,925.737,3126.05,-14780.9,-0,-0,0,1103.26,3304.08,4828.46
0,0,1345.49,4359.81,1300.2,-14907.5,0,-0,0,4297.02,1215.89,-942.069
0,0,4204.96,-1417.76,2067.99,-14686.1,-45.9493,-16.8645,874.044,-1550.31,1743.77,7500
0,0,3579.65,-423.045,4737.6,-14823.3,5.0644,-31.8708,398.584,-507.688,4665.03,7500
0,0,2360.35,-6.2387,-3216.11,-14978.9,-0,0,0,-142.215,-3087.37,2205.9
0,0,2985.23,-2295.69,3922.31,-14686.9,-0,0,0,-2754.24,3502.92,4161.67
0,0,3322.59,5481.72,5326.67,-14631.5,0,-0,0,6020.69,5271.45,3934.51
0,0,4335.96,-5642.16,305.442,-14941.8,-106.689,-77.7356,754.673,-6371.66,-176.795,7500
0,0,4973.96,-3242.96,-4853.34,-14926.6,42.9887,79.9898,1592.53,-3117.5,-4560.32,7500
0,0,2389.71,-1395.15,4675.48,-14814.9,-0,-0,0,-1247.07,4579.01,1702.78
0,0,3160.53,-2142.38,4253.47,-14890.5,0,-0,0,-1778.56,3933.49,3891.8
