px0,py0,pz0,x0,y0,z0,px1,py1,pz1,x1,y1,z1
0,0,3147.32,5220.52,-1611.05,-14994.2,-0,0,0,5089.09,-1896.16,4333.4
0,0,4101.55,-2017.85,-2835.03,-14958.6,-68.1719,-86.9679,882.999,-2439.91,-3355.29,7500
0,0,2706.51,1626.46,635.317,-14806.9,-0,0,0,1469.29,605.435,3306.15
0,0,2373.41,394.045,1627.82,-14930.5,0,0,0,233.461,1946.31,2471.69
0,0,3725.18,-5464.44,-0.35505,-14899.1,-23.74,37.1533,726.606,-5719.03,151.844,7500
0,0,4765.79,1870.22,-558.003,-14880.4,-43.5798,-86.5186,1246,1724.68,-702.677,7500
0,0,5414.05,917.965,67.404,-14974.6,21.7905,-9.3686,1902.77,953.831,78.9357,7500
0,0,1321.94,-965.887,-2493.21,-14929.5,-0,0,-0,-817.687,-2368.02,-1240.75
0,0,5033.71,2577.83,-3061.06,-14974.6,-48.9951,61.8215,1564.19,2411.1,-2798.82,7500
0,0,5291.88,183.973,1971.86,-14714.1,-147.435,21.8606,1633.48,-183.32,2040.21,7500
0,0,1451.98,4179.01,5671.33,-14996.9,-0,-0,0,4174.16,5016.19,-754.044
0,0,2122.78,851.008,3105.36,-14969.1,-0,-0,0,886.9,3358.06,961.807
0,0,1291.45,1636.67,2229.4,-14961.1,-0,-0,0,1513.64,2282.82,-1398.69
0,0,3307.81,2716.03,5098.45,-14660.6,-0,-0,0,2637.31,5250.09,4351.77
0,0,2230.14,-5570.63,-1409.46,-14922.3,0,0,-0,-5869.36,-1524.33,1350.46
0,0,1412.46,-1824.78,-3637.8,-14950.8,-0,0,0,-1819.89,-3759.48,-907.352
0,0,3113.7,3797.81,181.002,-14803.3,0,0,0,3449.02,-242.608,4449.08
0,0,4421.65,-1599.42,3140.83,-14716.3,52.5388,-28.8607,1059.21,-1338.85,3024.67,7500
0,0,3978.08,3678.91,-1175.02,-14889.1,101.655,-39.6009,794.602,4288.37,-1227.04,7500
0,0,4741.59,-1810.46,-5667.1,-14958,-3.0307,-96.7806,1608.66,-1754.09,-6031.16,7500
0,0,5684.03,-1900.2,-3575.7,-14885.4,-30.0773,98.9819,2129.24,-2019.73,-3218.64,7500
0,0,5830.09,2676.22,-790.196,-14978.5,-88.5402,49.9521,2577.81,2574.03,-671.036,7500
0,0,5680.36,-5210.29,1919.63,-14962.5,-16.5249,120.227,2378.86,-5352.77,2419.21,7500
0,0,5126.6,-1853.26,-3232.66,-14563.5,-74.9416,38.3143,1558.98,-2152.01,-3279.44,7500
0,0,4860.5,3502.08,-3176.95,-14976,-10.2898,64.9994,1376.65,3315.92,-3026.7,7500
0,0,5044.08,5179.11,-2813.16,-14966.2,91.3112,6.88684,1559.43,5468.76,-2842.34,7500
0,0,4944.55,3001.16,-2127.56,-14901.8,-59.5054,-0.582163,1503.68,2723.15,-2186.16,7500
0,0,3682.75,1846.38,3959.72,-14936.4,-63.3195,27.4372,413.211,1402.06,4292.03,7500
0,0,4366.55,3432.91,5384.86,-14969.1,70.0895,-2.85039,1122.22,3797.11,5527.53,7500
0,0,4074.25,-1126.13,1258.11,-14992.4,67.6839,74.6944,881.892,-673.189,1718.79,7500
0,0,5212.7,-2332.03,1226.39,-14845.9,30.9444,25.0908,2021.25,-2267.33,1119.11,7500
0,0,1877.14,1712.15,-161.814,-14957.7,-0,-0,0,1883.72,-409.438,806.239
0,0,1741.71,1562.07,-4810.86,-14996.7,-0,0,0,1204.21,-4692.07,290.38
0,0,2853.49,-2183.34,2600.07,-14807.5,0,-0,0,-2276.06,2745.46,4059.93
0,0,1323.84,5738.37,2973.71,-14787.6,-0,-0,0,5619.95,3044.62,-1276.28
0,0,5332.33,-533.588,-5320.49,-14958,94.6068,23.1797,2077.36,-295.216,-5135.9,7500
0,0,2585.1,-380.308,5451.63,-14556.7,-0,-0,0,-18.8015,5218.28,2499.91
0,0,5543.91,5555.91,3211.19,-14867.9,59.8413,-32.5721,2204.58,5740.68,3062.83,7500
0,0,5491.48,-3393.51,-5610.96,-14911.6,-107.053,-29.9482,1879.7,-3739,-5787.71,7500
0,0,2538.01,-1009.05,4211.16,-14923.3,-0,-0,0,-986.356,4413.75,2788.44
0,0,5666.98,-980.637,-2847.35,-14951.9,-27.22,19.7822,1942.54,-1138.44,-2836.98,7500
0,0,1053.25,-1203.56,3042.6,-14970.3,0,-0,0,-911.826,2798.85,-2179.15
0,0,3432.37,3188.46,-3377.79,-14483.3,0,-0,0,3542.79,-3570.73,4698.9
0,0,4630.07,-3444.66,-3067.91,-14981.3,70.6911,-11.1807,1235.32,-3112.43,-3103.29,7500
0,0,2554.35,1466.27,1507.53,-14952,0,0,0,1583.19,1299.73,2756.51
0,0,1345.11,802.359,4700.03,-14747.6,-0,0,0,686.71,4660.49,-1221.34
0,0,4405.09,2299.41,1926.48,-14999.3,17.4877,-16.0662,1067.03,2351.31,1694.15,7500
0,0,4305.75,2134.89,-5137.38,-14828,163.327,11.2891,1047.44,2969.06,-5270.17,7500
0,0,3076.2,1616.1,2657.39,-14607,-0,-0,0,1324.95,2855.77,3688.6
0,0,3866.51,745.921,3540.7,-14950.8,60.2542,16.3257,725.876,1161.4,3402.37,7500
0,0,1102.38,4762.56,-561.171,-14736.9,-0,-0,0,4678.32,-368.197,-1761.82
0,0,1411.05,213.041,2225.52,-14926.3,0,-0,0,169.366,2381.64,-730.302
0,0,1335.44,4017.71,3724.57,-14902.2,0,-0,-0,3918.34,3390.33,-1142.35
0,0,1092.35,251.649,-234.685,-14962.7,0,-0,0,244.381,-397.994,-1857.59
0,0,2650.25,3324.75,807.309,-14967.9,0,-0,0,3499.97,1092.14,2917.35
0,0,1570.56,-2328.39,1411.43,-14931.4,-0,-0,0,-2279.93,1336.05,-329.284
0,0,3046.07,-4403.44,-1518.04,-14904.3,-0,0,0,-4705.33,-1433.29,4267.37
0,0,5686.83,4982.77,-783.066,-14939.5,23.3109,47.925,2161.4,5095.16,-680.44,7500
0,0,1958.53,1297.23,3333.06,-14971.5,0,0,0,1259.63,3375.54,1015.19
0,0,1429.79,4491.68,-1720.62,-14821.7,-0,-0,0,4401.43,-1868.29,-884.255
0,0,2175.59,-4328.28,4848.96,-14836.1,-0,-0,0,-4421.34,4687.17,1333.13
0,0,1908.71,-3602.62,-2973.55,-14884.8,0,0,0,-3531.96,-2877.15,545.414
0,0,2799.57,-1585.57,-4932.33,-14977.6,-0,-0,0,-1583.61,-5070.85,3803.71
0,0,5300.23,303.019,-3317.04,-14997.4,35.3325,2.45924,1911.8,284.518,-3260.79,7500
0,0,1472.81,-1909.81,228.186,-14906.2,-0,0,0,-1957.37,327.92,-541.798
0,0,4242.04,-3843.61,-5295.8,-14946.5,33.7689,6.44671,802.919,-3624.75,-5220.97,7500
0,0,4618.48,448.849,2389.54,-14878.7,-64.7824,1.91231,1535.85,252.49,2360.91,7500
0,0,2943,3816.01,-5157.48,-14939.9,-0,0,0,3699.15,-5229.07,3930.99
0,0,2563.95,-3551.58,1006.3,-14480.7,-0,-0,0,-3759.37,673.311,2849.08
0,0,3128.66,3786.73,1213.64,-14997.2,0,-0,0,3826.5,1353.73,4258.03
0,0,2867.25,-1557.19,-4173.38,-14915.2,-0,-0,0,-2097.16,-4390.39,3396.65
0,0,2861.28,3300.06,3919.86,-14932.8,0,-0,0,3584.97,3547.66,4029.98
0,0,5848.87,-2114.99,-2687.59,-14924.6,1.45258,31.483,2674.16,-1993.21,-2569.18,7500
0,0,4862.64,-2932.62,-4816.26,-14999.5,21.8104,73.5774,1775.47,-2857.61,-4674.23,7500
0,0,4563.98,-5023.28,641.198,-14949.5,-42.5613,19.5104,1082.26,-5080.47,689.745,7500
0,0,4248.86,3585.79,2859.82,-14956.3,-35.4325,-83.1659,1028.17,3352.33,2496.86,7500
0,0,5596.45,-3161.78,-3025.96,-14985.1,96.9805,66.6184,2297.04,-2831.2,-2932.87,7500
0,0,1376.18,4292.78,-3424.17,-14982.5,-0,0,0,4334.66,-3152.19,-995.456
0,0,1746.38,-4214.11,800.74,-14833,0,-0,0,-4213.46,494.468,566.178
0,0,5956.97,5518.77,185.796,-14913.5,2.0557,-28.0025,2548.11,5555.21,137.172,7500
0,0,3430.31,-280.708,-5002.57,-14961.4,-16.644,52.8411,208.61,-731.245,-4158.12,7500
0,0,5244.3,-2132.88,376.461,-14923.5,-18.3622,23.5969,1886.14,-2120.99,512.594,7500
0,0,3144.8,-3833.75,-2234.07,-14936.8,-0,-0,0,-3836.41,-2292.35,4665.76
0,0,1725.49,3900.58,4396.8,-14947.7,-0,0,0,3848.65,4715.65,346.105
0,0,2520.35,737.442,-2951.72,-14804.2,0,0,0,1006.43,-2989.33,2813.36
0,0,3708.84,1595.6,2070.72,-14983.1,32.0202,11.0252,600.187,1895.98,2100.5,7500
0,0,2413.85,-3260.6,-500.182,-14989.5,-0,0,0,-3340.39,-120.641,1982.04
0,0,4397.36,-4780.13,-1156.74,-14930.7,14.7792,-23.0606,1039.24,-4867.74,-1159.41,7500
0,0,1511.77,-4111.88,-46.0368,-14995.9,0,0,0,-4094.23,148.288,-585.05
0,0,5024.12,1595.32,3791.81,-14861.7,-36.9393,29.7013,1393.58,1449.49,3940.64,7500
0,0,3254.84,-3074.57,1165.19,-14995.7,0,0,0,-3123.47,929.463,4742.73
0,0,4579.79,-5474.87,1411.14,-14782.7,-55.8558,5.19826,1225.09,-5919.65,1513.38,7500
0,0,1557.98,-3691.69,-1512.59,-14912.9,0,-0,0,-3428.24,-1664.04,-318.503
0,0,3102.5,-3409.74,5567.08,-14857.7,0,0,0,-3297.91,5619,4374.66
0,0,1548.62,-3982.67,5688.15,-14878.3,-0,0,0,-4044.49,6017.9,-368.931
0,0,5674.66,4081.97,1934.67,-14872.3,37.5048,91.195,2440.78,4193.92,2237.58,7500
0,0,1210.73,-5314.57,515.678,-14885.9,0,0,0,-5408.88,491.74,-1375.22
0,0,1287.01,-3976.11,2170.68,-14918.6,0,0,0,-4090.51,2522.99,-1146.44
0,0,3449.73,3075.45,-452.451,-14943,20.7202,4.98623,293.654,3325.64,-300.366,7500
0,0,3073.92,4506.88,-5344.45,-14992.1,0,-0,0,4608.98,-5452.03,4311.9
0,0,3118.06,-164.627,1215.76,-14961.5,-0,0,0,-163.893,961.054,4553.2
0,0,2908.49,4584.97,-2926.31,-14967.7,-0,0,0,4301.49,-2936.81,3683.48
0,0,3366.12,-5384.98,3617.14,-14930.4,-47.8072,-21.5063,290.362,-5985.85,3558.4,7500
0,0,1287.91,4317.1,202.525,-14857.1,0,-0,0,4484.04,294.816,-1241.76
0,0,3836.74,-601.291,3153.29,-14994.8,77.0335,-46.7781,778.454,-28.6201,2888.04,7500
0,0,1872.78,-339.818,4903.83,-14913.4,0,-0,0,-229.855,5035.05,701.836
0,0,1102.65,3682.98,47.6061,-14877.4,0,0,0,3841.36,-82.6196,-1779.16
0,0,2098.42,5574.04,-4047.77,-14988.4,0,-0,0,5587.48,-3811.47,1510.92
0,0,5806.03,3636.86,-695.111,-14854.2,-18.0968,79.8042,2459.74,3657.49,-420.398,7500
0,0,3793.27,-3307.5,1921.61,-14890.6,46.4677,-36.1303,516.505,-3136.93,1797.91,7500
0,0,3730.97,1343.91,-1664.94,-14882.5,-9.89569,-9.39471,285.158,1284.29,-1402.33,7500
0,0,1853.27,-2856.6,3580.11,-14881,0,0,0,-2723.1,3857.01,920.869
0,0,4517.15,2662.3,105.664,-14829.4,-39.7374,-51.6086,1241.38,2523.99,-94.2955,7500
0,0,4924.86,1570.18,-5177.12,-14964.2,-39.0745,-7.73684,1508.13,1486.46,-5150.06,7500
0,0,5561.44,-5690.45,1534.46,-14913.9,-7.5414,-30.1859,2192.44,-5832.03,1358.02,7500
0,0,5608.88,1845.41,-4143.03,-14975.1,-0.483744,29.1737,2217.28,1867.26,-4120.31,7500
0,0,5458.6,-2348.44,1487,-14986.7,20.2,11.7059,2179.34,-2301.19,1500.98,7500
0,0,2286,-5210.79,-4918.3,-14999.3,0,-0,0,-5105.3,-4924.85,2140.59
0,0,5373.13,-4436.63,2765.01,-14887.8,5.63323,-66.9204,2078.92,-4396.38,2627,7500
0,0,1459.9,-1010.92,-3206.83,-14895.8,0,0,0,-1105.78,-3331.87,-826.659
0,0,3398.65,685.572,2054.26,-14952.5,9.14785,-5.62866,342.786,1001.06,2257.19,7500
0,0,1288.5,-2557.42,5684.49,-14842.3,-0,-0,0,-2557.03,5491.81,-1152.51
0,0,1068.35,-2168.54,-1506.23,-14800.5,0,-0,0,-2134.52,-1530.09,-1887.82
0,0,3236.09,4620.28,-1727.31,-14899,0,-0,0,4306.21,-1808.33,4495.79
0,0,5296.26,2101.45,954.516,-14810.7,-109.8,-32.9835,1872.64,1848.8,849.837,7500
0,0,1593.66,5722.35,3218.29,-14898.6,-0,-0,0,5898.02,3282.28,-304.52
0,0,5518.66,3005.5,-85.0342,-14846.5,-112.957,-4.09267,2170.42,2685.57,13.2669,7500
0,0,3373.83,3079.59,-2468.44,-14889.1,-0,-0,0,2852.34,-2201.43,3731.05
0,0,4840.02,650.646,5743.61,-14970.7,-120.241,57.8093,1645.99,75.2555,6014.73,7500
0,0,2843.71,-5072.21,-3024.69,-14933.4,-0,-0,0,-5416.68,-3350.65,4024.93
0,0,3187.45,-1219.1,1390.58,-14951.7,-0,0,-0,-1856.21,1737.01,4840.89
0,0,3194.01,-1428.85,540.109,-14546.1,0,0,0,-1162.39,184.177,4632.79
0,0,3536.11,1130.22,5241.06,-14931.8,2.81293,47.2,192.355,1422.06,5888.72,7500
0,0,3370.08,-2334.44,-745.973,-14991.2,-0,0,0,-1918.92,-737.951,4243.34
0,0,5105.97,-4298.22,-1575.02,-14845.9,59.1132,108.869,1855.8,-4199.5,-1177.33,7500
0,0,3136.02,3680.2,-1004.48,-14999.3,-0,0,0,2884.89,-942.224,4475.8
0,0,5479.42,-3198.39,3952.41,-14871.2,-9.75511,-9.4735,2099.57,-3077.28,4068.88,7500
0,0,5022.82,-843.619,-447.711,-14849.6,-12.6928,59.0481,1881.83,-904.336,-279.341,7500
0,0,1504.93,3668.06,-2888.84,-14928.3,0,-0,0,3762.41,-3107.93,-479.06
0,0,3197.55,-1612.38,-1410.67,-14965.9,-0,-0,-0,-1498.8,-1367.35,4383.48
0,0,2740.33,-345.667,-2720.02,-14992.5,0,0,0,-110.301,-2850.3,3247.67
0,0,1004.18,4398.92,981.516,-14861.2,-0,-0,0,4378.7,835.242,-2174.15
0,0,3203.87,-4595.51,-2950.47,-14990.8,-0,-0,0,-5125.01,-3107.08,4698.21
0,0,5617.5,-5526.98,317.447,-14994.9,21.5613,-137.317,2346.65,-5493.91,-67.2356,7500
0,0,3498.35,-472.365,-1195.43,-14900,-30.3677,-31.2372,357.391,-828.313,-1620.65,7500
0,0,5548.83,1233.27,-3090.07,-14881.8,-11.423,7.2333,2098.08,1021.83,-3152.29,7500
0,0,2764.8,-1964.93,5207.64,-14937.4,0,0,-0,-1516.61,5279.84,3269.12
0,0,2845.49,577.462,-3643.43,-14654.8,0,0,0,1096.69,-3913.86,3902.97
0,0,2169.95,-1817.41,-525.367,-14830.4,0,-0,0,-1711.78,-322.898,1962.38
0,0,2407.67,5195.22,200.213,-14653.6,0,0,0,4859.57,181.179,2078.25
0,0,3660.51,4478.47,-3757.24,-14738,23.5424,-44.7259,507.201,4649.7,-4376.7,7500
0,0,2912.46,-64.5511,1096.16,-14844.3,-0,0,0,-307.476,1309.53,3375.7
0,0,5013.04,5340.29,-1172.88,-14990.5,-31.0488,-6.19618,1531.03,5078.39,-1146.55,7500
0,0,4897.6,-2003.64,-2377.01,-14967.3,39.7653,-44.278,1645.98,-1895.58,-2483.24,7500
0,0,5954.87,-5681.18,2398.11,-14877,-20.6056,-12.9434,2616.35,-5651.17,2241.72,7500
0,0,4216.06,1128.17,3098.26,-14960.4,122.326,6.17188,1016.23,1556.62,3055.76,7500
0,0,5863.49,-4464.06,-905.212,-14962.2,-42.4254,28.0726,2558.11,-4642.57,-958.463,7500
0,0,3882.92,-2482.54,3.10065,-14868.6,22.3501,-4.61337,578.382,-2282.91,-290.063,7500
0,0,1536.44,1492.46,-1000.42,-14833.2,-0,0,0,1690.42,-659.383,-502.434
0,0,2213.8,1163.75,3713.49,-14874,-0,0,0,725.066,3744.47,1748.22
0,0,2714.64,-1315.41,-4150.87,-14828.1,0,-0,0,-1471.23,-4496.56,3288.73
0,0,3292.33,-4046.18,-3714.13,-14996.2,-0,0,0,-3920.28,-3275.92,4530.6
0,0,4962.9,-2378.58,-3720.04,-14919.2,19.4003,11.565,1518.17,-2371.21,-3632.61,7500
0,0,5094.71,-5604.9,-1548.2,-14863.6,31.3855,-89.9562,1748.82,-5464.28,-1711.83,7500
0,0,1954.68,-1403.73,-2396.28,-14909.9,-0,0,0,-1439.22,-2389.82,755.681
0,0,5626.91,2960.14,3926.89,-14937.4,94.8826,72.3591,2432.64,3238.57,4133.78,7500
0,0,1356.81,5747.64,-281.495,-14976.3,0,0,0,6280.13,-326.54,-839.536
0,0,2502.83,798.93,-5464.07,-14947,-0,0,0,1179.68,-5084.41,2869.17
0,0,5299.21,5534.32,-3187.7,-14913.9,67.4871,-57.3391,2073.84,5691.58,-3468.13,7500
0,0,2067,-294.457,4560.11,-14518.3,-0,0,0,-75.7892,4967.67,850.294
0,0,4974.47,-2827.4,-3085.09,-14747.7,52.3479,-16.6759,1799.16,-2664.04,-3217.75,7500
0,0,2266.78,-4660.71,-2578.39,-14889.4,0,0,0,-4683.01,-2338.51,1783.65
0,0,1060.78,5061.8,5302.63,-14954.1,-0,0,0,5167.46,5103.67,-1923.14
0,0,3077.34,1321.58,4418.97,-14999.3,0,0,0,1224.03,4689.21,4064.11
0,0,1689.89,1284.78,2663.53,-14794.7,0,0,0,1059.7,3005.93,-24.2809
0,0,2937.51,-5079.72,4735.19,-14781.8,0,0,0,-5207.57,4911.94,3877.61
0,0,2316.28,3173.06,4208.39,-14924.7,0,-0,0,3204.15,4240.93,2071.57
0,0,5634.73,-184.794,-1979.7,-14498.2,-10.6671,1.8557,2439.26,-39.7159,-2010.05,7500
0,0,2325.21,-4048.02,1727.55,-14573.8,0,-0,0,-4304.95,1743.96,2180.47
0,0,3125.96,4268.1,-4493.24,-14836.1,0,-0,0,4005.85,-4511.65,4427.23
0,0,4871.19,4548,-142.668,-14894.9,15.0417,31.1235,1590.49,4749.61,-102.51,7500
0,0,4468.88,-5228.9,4877.97,-14946.1,-31.2101,39.399,990.76,-5373.73,5112.18,7500
0,0,4269.01,-665.245,3742.68,-14937.8,-12.5241,39.4492,492.094,-778.726,4005.96,7500
0,0,5881.71,3068.55,-2723.8,-14994.8,160.585,-113.456,2388.86,3534.85,-2987.58,7500
0,0,5000.13,975.555,-3794.74,-14974.4,119.058,140.304,1880.51,1452.56,-3374.96,7500
0,0,1371.01,-5455.17,-2273.23,-14891.6,0,-0,0,-5427.6,-2541.81,-975.978
0,0,2665.05,838.175,-3747.54,-14801.6,0,0,0,956.003,-3792.25,3028.59
0,0,2322.07,564.893,4167.62,-14655.1,0,-0,0,380.241,4033,2034.24
0,0,3494.11,-2184.13,5617.29,-14895,-4.73257,-69.4647,322.87,-2473.89,4418.3,7500
0,0,3219.19,2972.71,248.453,-14967.8,0,-0,0,2867.2,170.325,4204.49
0,0,2766.09,170.164,5057.43,-14977.1,0,0,0,25.2006,4476,3682.26
0,0,3224.73,-2027.47,-5133.05,-14840.2,-0,-0,0,-2325.68,-5105.13,4764.72
0,0,3993.8,-4729.63,-1192.23,-14768,21.3042,52.1088,727.76,-4683.78,-1049.6,7500
0,0,3524.41,511.949,-1237,-14950,-19.4156,45.2899,442.197,263.714,-319.964,7500
0,0,1334.81,1862.43,-4334.4,-14930,0,-0,0,1990.6,-4376.04,-1017.25
0,0,5814.45,-3084.53,2677.56,-14998.9,29.973,40.2844,2076.45,-2977.68,2707.23,7500
0,0,5353.52,-5000.6,-1143.62,-14956.6,-53.4259,68.4038,1567.72,-5269.6,-918.002,7500
0,0,4678.11,3683.53,-2421.93,-14983.9,-77.4811,53.6623,1393.39,3291.14,-2251.3,7500
0,0,4918.03,-3956.51,-830.964,-15000,45.8385,-0.709374,1504.38,-3814.65,-790.971,7500
0,0,4032.26,-1481.91,416.678,-14886.8,-59.1124,20.8027,771.398,-2089.11,589.777,7500
0,0,3847.38,87.4517,3590.02,-14952.9,-60.3743,-26.5325,741.728,-440.195,3394.64,7500
0,0,2226.5,5696.78,-1620.96,-14871.8,0,-0,-0,5833.5,-1444.28,2024.75
0,0,4036.85,-3702.34,-3120.41,-14907.8,94.2222,44.9433,775.215,-3177.12,-2670.56,7500
0,0,2006.43,841.21,1570.95,-14959.3,0,0,0,904.569,1549.78,659.56
0,0,5642.99,2924.92,-2255.23,-14758.6,10.7253,21.5671,2413.46,2954.31,-2285.92,7500
0,0,1830.42,313.244,3630.7,-14813.2,0,-0,0,48.3261,3805.74,584.506
0,0,2581.31,2905.62,-58.1907,-14922.6,-0,0,0,2749.82,-271.718,2499.66
0,0,5325.77,-2869.83,797.739,-14979.7,31.2014,-25.8461,1608.41,-2692.48,680.963,7500
0,0,3257.73,3285.11,-4246.32,-14923.6,-0,0,0,3568.6,-4366.9,4989.74
0,0,1542.49,-979.517,-4064.34,-14913.1,-0,-0,0,-988.449,-4010.89,-403.966
0,0,1388.73,162.435,-3532.63,-14729.7,-0,0,0,88.9619,-3750.68,-808.279
0,0,5949.46,-1343.77,-5372.19,-14859.4,10.5104,94.001,2724.61,-1247.21,-5333.47,7500
0,0,5388.28,913.825,-3494.04,-14948.3,48.3885,-13.418,1441.58,1151.64,-3581.23,7500
0,0,2912.94,-3918.06,3458.34,-14969.1,0,0,0,-3284.86,3401.38,3811.63
0,0,4235.5,3306.4,3781.77,-14872.8,-20.6577,30.2748,867.315,3471.72,3938.32,7500
0,0,1923.02,-1422.59,5585.75,-14941.3,0,0,0,-1361.76,5288.87,629.175
0,0,2000.14,-4225.13,3089.93,-14969,-0,-0,0,-4131.07,3212.55,1050.38
0,0,5873.47,73.1114,3401.9,-14989.7,7.75871,-99.4286,2176.12,27.5881,3098.44,7500
0,0,4176.39,5139.39,642.336,-14997.1,18.8301,-1.93351,980.624,5467.23,814.719,7500
0,0,1442.94,-1004.43,-1123.34,-14857.2,-0,0,0,-933.458,-764.222,-883.852
0,0,3867.91,4002.45,-2121.07,-14927.4,-101.94,-45.9693,765.755,3466.3,-2654.59,7500
0,0,2181.08,-3601.29,4739.97,-14974.6,0,-0,0,-3279.09,4465.43,1764.34
0,0,1902.01,533.229,16.6189,-14565.4,-0,-0,0,195.787,190.561,913.819
0,0,3663.85,3513.13,4582.62,-14970.6,-26.586,-42.2636,431.509,3240.56,3842.11,7500
0,0,3775.8,-4529.37,-5199.6,-14971,-14.3371,1.03367,468.532,-4588.92,-5385.59,7500
0,0,4394.35,-3152.72,4796.87,-14979.2,-50.9054,-84.998,1045.51,-3513.51,4293.09,7500
0,0,4104.66,-3462.12,3090.56,-14798.2,27.4001,16.9178,907.02,-3203.42,3061.36,7500
0,0,3906.66,-1380.98,5662.4,-14890.6,-51.5505,59.3913,520.743,-1837.14,6089.26,7500
0,0,4349.73,219.819,-3057.08,-14902.8,-15.982,-85.9143,1173.98,91.7488,-3548.73,7500
0,0,3654.13,-4310.46,918.708,-14917,-8.86747,38.7514,527.145,-4327.78,1289.38,7500
0,0,5362.04,-4615.71,1402.94,-14986.2,42.7383,146.437,1978.24,-4627.58,1847.13,7500
0,0,2068.54,-5563.75,-3520.29,-14980.7,0,0,0,-5572.17,-3676.55,1424.25
0,0,1149.85,3692.67,-1262.55,-14946.5,0,0,0,3561.77,-1451.44,-1756.8
0,0,4139.33,-4177.21,3744.87,-14694.3,-31.4156,-14.7076,872.542,-4136.27,3701.23,7500
0,0,3583.29,2894.87,969.212,-14967,54.3756,2.93364,207.108,4365.52,753.687,7500
0,0,5258.77,4667.15,-4034.32,-14989.4,-55.0248,219.377,1958.08,4619.65,-3320.23,7500
0,0,2452.87,-2392.21,-1780.01,-14816.3,-0,0,0,-2359.12,-1624.44,2648.88
0,0,4577.19,588.341,3572.84,-14948.8,-3.18289,21.9116,1084.7,501.095,3926.74,7500
0,0,1482.42,-92.7243,510.93,-14978,0,0,-0,-193.311,888.729,-463.683
0,0,3733.49,3220.1,-3087.01,-14898.8,27.4783,47.2977,373.018,3263.16,-2533.54,7500
0,0,3198.97,-4567.25,5693.28,-14921.9,0,0,0,-4469.64,5877.91,4265.53
0,0,5218.8,3126.74,2058.84,-14998.2,90.9623,-127.894,1511.52,3333.05,1375.99,7500
0,0,4857.12,3597.73,-654.811,-15000,37.4156,160.314,1602.27,3762.36,60.8668,7500
0,0,1211.41,-300.253,-548.754,-14955.2,0,0,0,-655.239,-201.339,-1483.55
0,0,4730.91,119.244,-5601.32,-14880.1,42.1127,-1.01708,1463.06,233.965,-5933.78,7500
0,0,1816.8,4756,4102.23,-14884.3,0,0,0,4692.17,4462.5,451.076
0,0,4452.34,5670.94,-3846.32,-14946.7,30.659,53.4595,1226.91,5924.08,-3302.44,7500
0,0,2937.82,4031.04,-4873.76,-14885.9,0,0,0,4029.27,-5365.15,3975.04
0,0,1485.27,-2349.34,4625.77,-14691.5,0,-0,0,-2620.84,4961.2,-578.379
0,0,2618.06,3127.58,-3547.56,-14836.8,0,0,0,3184.05,-3424.79,2847.33
0,0,4382.7,-4102.11,2698.31,-14908.1,-16.4796,59.9476,1052.1,-4017.32,3019.18,7500
0,0,4246.93,3941.93,-2815.37,-14963,-68.8206,79.822,982.543,3581.92,-2375.01,7500
0,0,4097.6,-478.567,-352.026,-14993.8,-13.2702,-74.8752,804.156,-466.947,-1033.66,7500
0,0,2829.87,-3167.77,1900.12,-14741.4,-0,0,0,-2634.92,1658.57,4007.5
0,0,5600.39,1910.16,5589.54,-14931.9,70.9084,1.37642,1886.08,2109.32,5851.81,7500
0,0,3007.66,2078.75,5401.77,-14984.5,0,0,0,1823.29,5195.65,3462.45
0,0,2528.52,-145.626,2032.25,-14874.4,-0,-0,0,93.2691,1781.8,2633.76
0,0,4201.81,-3117.14,-3382.59,-14988.9,11.7853,-42.9542,541.336,-3060.01,-3897.12,7500
0,0,5159.87,-1464.64,-1847.92,-14817.3,61.318,-22.7054,1270.01,-1178.62,-1934.01,7500
0,0,3200.6,-3846.47,-4354.27,-14733.6,0,-0,-0,-4108.41,-4311.27,4831.69
0,0,3761.18,-5386.45,2368.83,-14979.9,-3.20634,7.91855,179.343,-5356.95,2893.08,7500
0,0,4118.24,2363.45,5397.71,-14932.4,42.7298,-84.2786,581.925,2515.47,4367.31,7500
0,0,4824.24,-591.002,2184.61,-14852.1,-76.3871,-37.3554,1616.65,-1118.13,1999.65,7500
0,0,2323.37,-5274.03,-3536.89,-14896.8,-0,-0,0,-5440.27,-3978.1,2161.41
0,0,2862.35,-2280.69,4160.01,-14773.4,-0,-0,0,-1966.2,4022.6,3587.81
0,0,5035.18,-1083.1,-3065.67,-14872.3,14.7934,47.2897,1066.29,-986.096,-2821.33,7500
0,0,4674.18,992.463,-2653.99,-14914.1,14.258,163.623,1363.82,797.946,-2079.1,7500
0,0,5304.82,-1144.49,-910.911,-14912.3,54.8121,77.1474,2198.71,-890.586,-791.948,7500
0,0,4883.42,-5350.57,4025.09,-14994.5,-157.474,-29.3989,1640.92,-5886.39,3872.35,7500
0,0,3562.48,3421.15,791.087,-14970,-11.3194,16.2624,330.23,3332.98,1143.2,7500
0,0,3111.66,2672.57,-3673.49,-14846.7,0,-0,0,2559.01,-3665.35,4493.88
0,0,4650.55,-4437.11,-5685.57,-14988.4,-37.4577,-12.9666,1107.73,-4744,-5786.74,7500
